,userId,rec_movieId,pred_rating
0,1,1221,0.37774254810436925
1,1,318,0.3756736409715915
2,1,858,0.37290437135404009
3,1,3702,0.27223021697705135
4,1,590,0.27157492344400214
5,1,1374,0.26414146671642336
6,1,246,0.26276750025334683
7,1,3157,0.25779017321110936
8,1,3101,0.25168848154306511
9,1,3088,0.25090905322106161
10,1,293,0.24853845278915032
11,1,1957,0.24656744400089589
12,1,1321,0.23918200827713854
13,1,329,0.23751608473147579
14,1,3755,0.23556737931515698
15,2,380,2.9627557280928922
16,2,595,2.7062681832253221
17,2,597,2.4824868507333582
18,2,329,2.1305054873834575
19,2,318,2.1044521810408923
20,2,440,2.0909984994788582
21,2,344,2.0555999784198153
22,2,34,2.0554647818397429
23,2,316,1.8217760391910915
24,2,434,1.8054659294961177
25,2,11,1.6714233191116192
26,2,288,1.6498761376979698
27,2,231,1.5991480775343212
28,2,282,1.4533075086461757
29,2,236,1.4479977666517536
30,3,1704,1.7608795897163192
31,3,2571,1.7308315464000192
32,3,4993,1.4589328756824458
33,3,5952,1.4039965762189761
34,3,1,1.3983217478685066
35,3,2329,1.3285655505844762
36,3,480,1.3241091558200495
37,3,260,1.2929618122373072
38,3,590,1.0604889018965795
39,3,150,0.99672685239655878
40,3,47,0.98430410081502928
41,3,4306,0.98220625650380677
42,3,1198,0.97616463856873437
43,3,457,0.9554223454271723
44,3,364,0.88985083458171077
45,4,595,3.2541654940490545
46,4,592,3.1236503934663613
47,4,1242,2.9668996015935649
48,4,2571,2.3905031382846995
49,4,1275,2.2674218865623166
50,4,1394,2.1916886934533064
51,4,1080,2.1673211402219636
52,4,2324,2.165783397954538
53,4,551,2.1144900015381429
54,4,474,2.0841628820399971
55,4,1029,1.9725113578994058
56,4,1221,1.9624830492778256
57,4,904,1.9523144175322549
58,4,1732,1.9393329013162361
59,4,1101,1.8898275447643273
60,5,1580,2.734073259633663
61,5,539,2.2835523816337298
62,5,1246,2.0255131387138663
63,5,8961,1.9674677322631999
64,5,1704,1.9037037400649117
65,5,5989,1.8478047943114357
66,5,4246,1.8298483130378342
67,5,1097,1.8151034007677112
68,5,6539,1.6989636324792714
69,5,1265,1.6270684867011096
70,5,587,1.5850818962082602
71,5,2396,1.5636398163878467
72,5,2,1.5307603450982468
73,5,34,1.5207318635165792
74,5,1028,1.5135887720932362
75,6,4993,1.8508303162063724
76,6,1197,1.0136446613765231
77,6,2762,0.97019370651276526
78,6,5349,0.89914503408384983
79,6,6539,0.8966041852043467
80,6,8961,0.82781591557468348
81,6,1304,0.825338313634429
82,6,912,0.79997376599066872
83,6,4886,0.78958482778018635
84,6,904,0.78341911133355124
85,6,3897,0.73736378586697882
86,6,6377,0.7184292254731679
87,6,1215,0.71165104117650324
88,6,318,0.7116306563135848
89,6,924,0.70526981398040178
90,7,1200,2.1170194106924134
91,7,457,1.9863188328057269
92,7,1214,1.7655882040670483
93,7,349,1.6692172043149001
94,7,1356,1.6340651813841143
95,7,1259,1.622830367370192
96,7,1580,1.5322114660819159
97,7,497,1.5201385740382205
98,7,1282,1.3298582290011323
99,7,32,1.302484642892431
100,7,648,1.291529905148036
101,7,296,1.2721402319410275
102,7,1265,1.2410122342619307
103,7,150,1.2390798238738545
104,7,2571,1.209258684173858
105,8,4306,2.4396353063482161
106,8,8961,1.8995417709716063
107,8,5418,1.827252929987532
108,8,1968,1.7253583708169571
109,8,3793,1.7157776871611938
110,8,3421,1.7069541788231188
111,8,6539,1.680409667937689
112,8,2268,1.5807591857471399
113,8,2115,1.5384834404590269
114,8,8360,1.5310035979418264
115,8,1682,1.5182181104334973
116,8,1240,1.4476074126350871
